"ITTER107","Territory","TIPO_DATO_VIOLENZA","Data type","SEXISTAT1","Gender","TITOLO_STUDIO","Educational level","STEREOTIPI","Stereotypes about gender roles, behaviours regarding intimate partner","OPINIONI_A","Degree of agreement","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","ALL","total","SEWNRAP","serious women don’t get raped","NOANSW","not answered","2018","2018",5,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","ALL","total","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","NOANSW","not answered","2018","2018",5,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","ALL","total","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","NOANSW","not answered","2018","2018",10.5,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","ALL","total","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","NOANSW","not answered","2018","2018",6.2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","ALL","total","OACVIF","often accusations of sexual violence are false","NOANSW","not answered","2018","2018",9.9,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","ALL","total","WPROVSEX","women can provoke sexual violence by how they dress","NOANSW","not answered","2018","2018",5,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","ALL","total","WABLAVO","women who don’t want to have a sexual intercourse are able to avoid it","NOANSW","not answered","2018","2018",7.9,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","ALL","total","SEWNRAP","serious women don’t get raped","NOANSW","not answered","2018","2018",5.6,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","ALL","total","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","NOANSW","not answered","2018","2018",5.3,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","ALL","total","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","NOANSW","not answered","2018","2018",11.8,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","ALL","total","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","NOANSW","not answered","2018","2018",6.4,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","ALL","total","OACVIF","often accusations of sexual violence are false","NOANSW","not answered","2018","2018",11.1,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","ALL","total","WPROVSEX","women can provoke sexual violence by how they dress","TOT","total","2018","2018",100,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","ALL","total","WABLAVO","women who don’t want to have a sexual intercourse are able to avoid it","TOT","total","2018","2018",100,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","ALL","total","SEWNRAP","serious women don’t get raped","TOT","total","2018","2018",100,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","ALL","total","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","TOT","total","2018","2018",100,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","ALL","total","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","TOT","total","2018","2018",100,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","ALL","total","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","TOT","total","2018","2018",100,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","ALL","total","OACVIF","often accusations of sexual violence are false","TOT","total","2018","2018",100,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","ALL","total","WPROVSEX","women can provoke sexual violence by how they dress","TOT","total","2018","2018",100,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","ALL","total","WABLAVO","women who don’t want to have a sexual intercourse are able to avoid it","TOT","total","2018","2018",100,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","ALL","total","SEWNRAP","serious women don’t get raped","TOT","total","2018","2018",100,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","ALL","total","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","TOT","total","2018","2018",100,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","ALL","total","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","TOT","total","2018","2018",100,,
